Building Machines that Learn and Think for Themselves: Commentary on Lake et al. Behavioral and Brain Sciences 2017,November 2017,"M. Botvinick, D. G. T. Barrett, P. Battaglia, N. de Freitas, D. Kumaran, J. Z Leibo, T. Lillicrap, J. Modayil, S. Mohamed, N. C. Rabinowitz, D. J. Rezende, A. Santoro, T. Schaul, C. Summerfield, G. Wayne, T. Weber, D. Wierstra, S. Legg, D. Hassabis"
Counterfactual Learning for Machine Translation: Degeneracies and Solutions,November 2017,"Carolin Lawrence, Pratik Gajane, Stefan Riezler"
Machine Learning Algorithms for $b$-Jet Tagging at the ATLAS Experiment,November 2017,Michela Paganini
Predicting shim gaps in aircraft assembly with machine learning and sparse sensing,November 2017,"Krithika Manohar, Thomas Hogan, Jim Buttrick, Ashis G. Banerjee, J. Nathan Kutz, Steven L. Brunton"
Automated Algorithm Selection on Continuous Black-Box Problems By Combining Exploratory Landscape Analysis and Machine Learning,November 2017,"Pascal Kerschke, Heike Trautmann"
Persistent homology machine learning for fingerprint classification,November 2017,"Noah Giansiracusa, Robert Giansiracusa, Chul Moon"
Proceedings of NIPS 2017 Workshop on Machine Learning for the Developing World,November 2017,"Maria De-Arteaga, William Herlands"
Guided Machine Learning for power grid segmentation,November 2017,"Antoine Marot, Sami Tazi, Benjamin Donnot, Patrick Panciatici"
Proceedings of NIPS 2017 Symposium on Interpretable Machine Learning,November 2017,"Andrew Gordon Wilson, Jason Yosinski, Patrice Simard, Rich Caruana, William Herlands"
Big Data Analytics Machine Learning and Artificial Intelligence in Next-Generation Wireless Networks,November 2017,"Mirza Golam Kibria, Kien Nguyen, Gabriel Porto Villardi, Ou Zhao, Kentaro Ishizu, Fumihide Kojima"
Machine Learning based Intelligent Cognitive Network using Fog Computing,November 2017,"Jingyang Lu, Lun Li, Genshe Chen, Dan Shen, Khanh Pham, Erik Blasch"
Robust machine learning by median-of-means : theory and practice,November 2017,"Guillaume Lecué, Matthieu Lerasle"
AFLOW-ML: A RESTful API for machine-learning predictions of materials properties,November 2017,"Eric Gossett, Cormac Toher, Corey Oses, Olexandr Isayev, Fleur Legrain, Frisco Rose, Eva Zurek, Jesús Carrete, Natalio Mingo, Alexander Tropsha, Stefano Curtarolo"
Introduction to Tensor Decompositions and their Applications in Machine Learning,November 2017,"Stephan Rabanser, Oleksandr Shchur, Stephan Günnemann"
Machine learning challenges in theoretical HEP,November 2017,Stefano Carrazza
Quantum Neuron: an elementary building block for machine learning on quantum computers,November 2017,"Yudong Cao, Gian Giacomo Guerreschi, Alán Aspuru-Guzik"
Machine Learning and Manycore Systems Design: A Serendipitous Symbiosis,December 2017,"Ryan Gary Kim, Janardhan Rao Doppa, Partha Pratim Pande, Diana Marculescu, Radu Marculescu"
BioMM: Biologically-informed Multi-stage Machine learning for identification of epigenetic fingerprints,December 2017,"Junfang Chen, Emanuel Schwarz"
Experimental Machine Learning of Quantum States,December 2017,"Jun Gao, Lu-Feng Qiao, Zhi-Qiang Jiao, Yue-Chi Ma, Cheng-Qiu Hu, Ruo-Jing Ren, Ai-Lin Yang, Hao Tang, Man-Hong Yung, Xian-Min Jin"
Machine learning for predictive estimation of qubit dynamics subject to dephasing,December 2017,"Riddhi Swaroop Gupta, Michael J. Biercuk"
Applications of Machine-Learning Algorithms for Infrared Colour Selection of Galactic Wolf-Rayet Stars,December 2017,"Giuseppe Morello, Patrick W. Morris, Schuyler D. Van Dyk, Anthony P. Marston, Jon C. Mauerhan"
Towards Practical Verification of Machine Learning: The Case of Computer Vision Systems,December 2017,"Kexin Pei, Yinzhi Cao, Junfeng Yang, Suman Jana"
Machine learning as an instrument for data unfolding,December 2017,Alexander Glazov
Learning Disease vs Participant Signatures: a permutation test approach to detect identity confounding in machine learning diagnostic applications,December 2017,"Elias Chaibub Neto, Abhishek Pratap, Thanneer M Perumal, Meghasyam Tummalacherla, Brian M Bot, Andrew D Trister, Stephen H Friend, Lara Mangravite, Larsson Omberg"
Wild Patterns: Ten Years After the Rise of Adversarial Machine Learning,December 2017,"Battista Biggio, Fabio Roli"
Painting galaxies into dark matter halos using machine learning,December 2017,"Shankar Agarwal, Romeel Davé, Bruce A. Bassett"
Fairness in Machine Learning: Lessons from Political Philosophy,December 2017,Reuben Binns
Identifying the Mislabeled Training Samples of ECG Signals using Machine Learning,December 2017,"Yaoguang Li, Wei Cui, Cong Wang"
DeepConfig: Automating Data Center Network Topologies Management with Machine Learning,December 2017,"Christopher Streiffer, Huan Chen, Theophilus Benson, Asim Kadav"
Towards reduction of autocorrelation in HMC by machine learning,December 2017,"Akinori Tanaka, Akio Tomiya"
Learning from the machine: interpreting machine learning algorithms for point- and extended- source classification,December 2017,"Xan Morice-Atkinson, Ben Hoyle, David Bacon"
Decision-Based Adversarial Attacks: Reliable Attacks Against Black-Box Machine Learning Models,December 2017,"Wieland Brendel, Jonas Rauber, Matthias Bethge"
Review. Machine learning techniques for traffic sign detection,December 2017,"Rinat Mukhometzianov, Ying Wang"
Android Malware Characterization using Metadata and Machine Learning Techniques,December 2017,"Ignacio Martín, José Alberto Hernández, Alfonso Muñoz, Antonio Guzmán"
Machine Learning simulates Agent-Based Model,December 2017,Bernardo Alves Furtado
Modeling the Impact of Baryons on Subhalo Populations with Machine Learning,December 2017,"Ethan O. Nadler, Yao-Yuan Mao, Risa H. Wechsler, Shea Garrison-Kimmel, Andrew Wetzel"
Generic Machine Learning Inference on Heterogenous Treatment Effects in Randomized Experiments,December 2017,"Victor Chernozhukov, Mert Demirer, Esther Duflo, Iván Fernández-Val"
Machine Learning techniques for state recognition and auto-tuning in quantum dots,December 2017,"Sandesh S. Kalantre, Justyna P. Zwolak, Stephen Ragole, Xingyao Wu, Neil M. Zimmerman, M. D. Stewart, Jacob M. Taylor"
Understanding Career Progression in Baseball Through Machine Learning,December 2017,"Brian Bierig, Jonathan Hollenbeck, Alexander Stroud"
Unsupervised Machine Learning on a Hybrid Quantum Computer,December 2017,"J. S. Otterbach, R. Manenti, N. Alidoust, A. Bestwick, M. Block, B. Bloom, S. Caldwell, N. Didier, E. Schuyler Fried, S. Hong, P. Karalekas, C. B. Osborn, A. Papageorge, E. C. Peterson, G. Prawiroatmodjo, N. Rubin, Colm A. Ryan, D. Scarabelli, M. Scheer, E. A. Sete, P. Sivarajah, Robert S. Smith, A. Staley, N. Tezak, W. J. Zeng , et al. (5 additional authors not shown)"
WACSF - Weighted Atom-Centered Symmetry Functions as Descriptors in Machine Learning Potentials,December 2017,"Michael Gastegger, Ludwig Schwiedrzik, Marius Bittermann, Florian Berzsenyi, Philipp Marquetand"
NSML: A Machine Learning Platform That Enables You to Focus on Your Models,December 2017,"Nako Sung, Minkyu Kim, Hyunwoo Jo, Youngil Yang, Jingwoong Kim, Leonard Lausen, Youngkwan Kim, Gayoung Lee, Donghyun Kwak, Jung-Woo Ha, Sunghun Kim"
A Machine Learning Framework for Resource Allocation Assisted by Cloud Computing,December 2017,"Jun-Bo Wang, Junyuan Wang, Yongpeng Wu, Jin-Yuan Wang, Huiling Zhu, Min Lin, Jiangzhou Wang"
Using Machine Learning to Enhance Vehicles Traffic in ATN (PRT) Systems,December 2017,"Bogdan Czejdo, Wiktor B. Daszczuk, Mikołaj Baszun"
Predicting the dissolution kinetics of silicate glasses using machine learning,December 2017,"N. M. Anoop Krishnan, Sujith Mangalathu, Morten M. Smedskjaer, Adama Tandia, Henry Burton, Mathieu Bauchy"
Integral Equations and Machine Learning,December 2017,"Alexander Keller, Ken Dahm"
"A remark on ""Robust machine learning by median-of-means""",December 2017,"Gabor Lugosi, Shahar Mendelson"
Using Machine-Learning to Optimize phase contrast in a Low-Cost Cellphone Microscope,December 2017,"Benedict Diederich, Rolf Wartmann, Harald Schadwinkel, Rainer Heintzmann"
Machine Learning for Vehicular Networks,December 2017,"Hao Ye, Le Liang, Geoffrey Ye Li, JoonBeom Kim, Lu Lu, May Wu"
Experimental Phase Estimation Enhanced By Machine Learning,December 2017,"Alessandro Lumino, Emanuele Polino, Adil S. Rab, Giorgio Milani, Nicolò Spagnolo, Nathan Wiebe, Fabio Sciarrino"
Carbon stars identified from LAMOST DR4 using Machine Learning,December 2017,"Yin-Bi Li, A-Li Luo, Chang-De Du, Fang Zuo, Meng-Xin Wang, Gang Zhao, Bi-Wei Jiang, Hua-Wei Zhang, Chao Liu, Li Qin, Rui Wang, Bing Du, Yan-Xin Guo, Bo Wang, Zhan-Wen Han, Mao-sheng Xiang, Yang Huang, Bing-Qiu Chen, Jian-Jun Chen, Xiao Kong, Wen Hou, Yi-Han Song, You-Fen Wang, Ke-Fei Wu, Jian-Nan Zhang , et al. (5 additional authors not shown)"
Non-convex Optimization for Machine Learning,December 2017,"Prateek Jain, Purushottam Kar"
A Comparative Study of Different Source Code Metrics and Machine Learning Algorithms for Predicting Change Proneness of Object Oriented Systems,December 2017,"Lov Kumar, Ashish Sureka"
Autism Classification Using Brain Functional Connectivity Dynamics and Machine Learning,December 2017,"Ravi Tejwani, Adam Liska, Hongyuan You, Jenna Reinen, Payel Das"
Inverse Classification for Comparison-based Interpretability in Machine Learning,December 2017,"Thibault Laugel, Marie-Jeanne Lesot, Christophe Marsala, Xavier Renard, Marcin Detyniecki"
Contemporary machine learning: a guide for practitioners in the physical sciences,December 2017,Brian K. Spears
Learning in the Machine: the Symmetries of the Deep Learning Channel,December 2017,"Pierre Baldi, Peter Sadowski, Zhiqin Lu"
Machine learning technique for morphological classification of galaxies at z<0.1 from the SDSS,December 2017,"D. V. Dobrycheva, I. B. Vavilova, O. V. Melnyk, A. A. Elyiv"
Geochemical discrimination and characteristics of magmatic tectonic settings; a machine learning-based approach,December 2017,"Kenta Ueki, Hideitsu Hino, Tatsu Kuwatani"
NNDrone: a toolkit for the mass application of machine learning in High Energy Physics,December 2017,"Sean Benson, Konstantin Gizdov"
Machine Learning Cosmic Expansion History,December 2017,"Deng Wang, Wei Zhang"
An empirical evaluation for the intrusion detection features based on machine learning and feature selection methods,December 2017,Mouhammd Alkasassbeh
Orthogonal Machine Learning for Demand Estimation: High Dimensional Causal Inference in Dynamic Panels,December 2017,"Victor Chernozhukov, Matt Goldman, Vira Semenova, Matt Taddy"
Machine Learning for Set-Identified Linear Models,December 2017,Vira Semenova
Generation of Bose-Einstein Condensates' Ground State Through Machine Learning,December 2017,"Xiao Liang, Sheng Liu, Yan Li, Yong-Sheng Zhang"
A Deep Belief Network Based Machine Learning System for Risky Host Detection,January 2018,"Wangyan Feng, Shuning Wu, Xiaodan Li, Kevin Kunkle"
PrivySense: $\underline{Pri}$ce $\underline{V}$olatilit$\underline{y}$ based $\underline{Sen}$timent$\underline{s}$ $\underline{E}$stimation from Financial News using Machine Learning,January 2018,"Raeid Saqur, Nicole Langballe"
Towards Building an Intelligent Anti-Malware System: A Deep Learning Approach using Support Vector Machine (SVM) for Malware Classification,January 2018,Abien Fred Agarap
Chance-Constrained Outage Scheduling using a Machine Learning Proxy,January 2018,"Gal Dalal, Elad Gilboa, Shie Mannor, Louis Wehenkel"
A Machine Learning Approach to Adaptive Covariance Localization,January 2018,"Azam Moosavi, Ahmed Attia, Adrian Sandu"
Machine Learning for Building Energy and Indoor Environment: A Perspective,January 2018,"Zhijian Liu, Di Wu, Hongyu Wei, Guoqing Cao"
On Optimizing Operator Fusion Plans for Large-Scale Machine Learning in SystemML,January 2018,"Matthias Boehm, Berthold Reinwald, Dylan Hutchison, Alexandre V. Evfimievski, Prithviraj Sen"
Online Job Scheduling in Distributed Machine Learning Clusters,January 2018,"Yixin Bao, Yanghua Peng, Chuan Wu, Zongpeng Li"
Evaluation of Machine Learning Algorithms for Intrusion Detection System,January 2018,"Mohammad Almseidin, Maen Alzubi, Szilveszter Kovacs, Mouhammd Alkasassbeh"
A generalized concept-cognitive learning: A machine learning viewpoint,January 2018,"Yunlong Mi, Yong Shi, Jinhai Li"
A Machine Learning Framework for Register Placement Optimization in Digital Circuit Design,January 2018,"Karthik Airani, Rohit Guttal"
Physics-Informed Machine Learning Approach for Augmenting Turbulence Models: A Comprehensive Framework,January 2018,"Jin-Long Wu, Heng Xiao, Eric Paterson"
Robust Propensity Score Computation Method based on Machine Learning with Label-corrupted Data,January 2018,"Chen Wang, Suzhen Wang, Fuyan Shi, Zaixiang Wang"
Comparing heterogeneous entities using artificial neural networks of trainable weighted structural components and machine-learned activation functions,January 2018,"Artit Wangperawong, Kettip Kriangchaivech, Austin Lanari, Supui Lam, Panthong Wangperawong"
Greenhouse: A Zero-Positive Machine Learning System for Time-Series Anomaly Detection,January 2018,"Tae Jun Lee, Justin Gottschlich, Nesime Tatbul, Eric Metcalf, Stan Zdonik"
Chameleon: A Hybrid Secure Computation Framework for Machine Learning Applications,January 2018,"M. Sadegh Riazi, Christian Weinert, Oleksandr Tkachenko, Ebrahim M. Songhori, Thomas Schneider, Farinaz Koushanfar"
A machine learns to predict the stability of circumbinary planets,January 2018,"Christopher Lam, David Kipping"
Theoretical Impediments to Machine Learning With Seven Sparks from the Causal Revolution,January 2018,Judea Pearl
Cosmic String Detection with Tree-Based Machine Learning,January 2018,"A. Vafaei Sadr, M. Farhang, S. M. S. Movahed, B. Bassett, M. Kunz"
General framework for constructing fast and near-optimal machine-learning-based decoder of the topological stabilizer codes,January 2018,"Amarsanaa Davaasuren, Yasunari Suzuki, Keisuke Fujii, Masato Koashi"
A Survey on Compiler Autotuning using Machine Learning,January 2018,"Amir H. Ashouri, William Killian, John Cavazos, Gianluca Palermo, Cristina Silvano"
Evaluation of Machine Learning Fameworks on Finis Terrae II,January 2018,Andres Gomez Tato
Efficient nonparametric $n$-body force fields from machine learning,January 2018,"Aldo Glielmo, Claudio Zeni, Alessandro De Vita"
Automated Spectral Classification of Galaxies using Machine Learning Approach on Alibaba Cloud AI platform (PAI),January 2018,"Yihan Tao, Yanxia Zhang, Chenzhou Cui, Ge Zhang"
Improving Orbit Prediction Accuracy through Supervised Machine Learning,January 2018,"Hao Peng, Xiaoli Bai"
Applying machine learning techniques to predict the properties of energetic materials,January 2018,"Daniel C. Elton, Zois Boukouvalas, Mark S. Butrico, Mark D. Fuge, Peter W. Chung"
A Human-Grounded Evaluation Benchmark for Local Explanations of Machine Learning,January 2018,"Sina Mohseni, Eric D. Ragan"
On the Direction of Discrimination: An Information-Theoretic Analysis of Disparate Impact in Machine Learning,January 2018,"Hao Wang, Berk Ustun, Flavio P. Calmon"
